"","major","degree","decision_method","gpa","gre_verbal","gre_quant","status","uni_faculty","uni_pub","decision_month"
"13281","ECE","PhD","E-mail",NA,NA,NA,"American",39,2.4,"02"
"15911","HCI","PhD","E-mail",NA,NA,NA,"American",152,18.1,"02"
"5042","CS","PhD","E-mail",NA,NA,NA,"International",53,6.9,"02"
"4793","CS","PhD","E-mail",NA,NA,NA,"International",73,6.7,"03"
"7637","CS","PhD","Other",4,152,158,"International",10,1.2,"03"
"4796","CS","PhD","E-mail",NA,NA,NA,"International",23,2.7,"03"
"5559","CS","PhD","Website",NA,NA,NA,"International",55,4.3,"02"
"5467","CS","PhD","Website",NA,NA,NA,"American",46,5.6,"02"
"9471","CS","MS","E-mail",NA,NA,NA,"International with US Degree",30,2.3,"03"
"2309","CS","PhD","Website",3.85,155,161,"International",73,6.7,"02"
"2283","CS","PhD","E-mail",NA,NA,NA,"International",152,18.1,"02"
"5438","CS","PhD","Website",3.7,166,150,"International with US Degree",46,5.6,"02"
"5172","CS","PhD","Website",3.67,149,168,"International",30,2.3,"02"
"9576","ECE","MS","E-mail",3.95,152,158,"International",53,4.8,"03"
"11958","ECE","PhD","E-mail",NA,NA,NA,"International",53,6.9,"04"
"8386","CS","PhD","E-mail",NA,NA,NA,"International",46,5.6,"02"
"105","CS","MS","Website",NA,NA,NA,"International",28,2.9,"05"
"14647","CS","MS","Website",NA,NA,NA,"American",47,5.8,"04"
"1137","CS","MS","E-mail",NA,NA,NA,"International",50,4.7,"03"
"7754","CS","PhD","Website",3.89,147,163,"International",16,1.3,"02"
"5279","CS","PhD","Website",NA,NA,NA,"International",83,11.1,"02"
"423","CS","PhD","Website",NA,NA,NA,"American",73,6.7,"04"
"6123","ECE","PhD","E-mail",3.62,157,168,"American",22,2.5,"01"
"14691","ECE","PhD","Website",NA,NA,NA,"International",39,2.4,"04"
"12855","CS","PhD","Website",NA,NA,NA,"International",15,1.9,"03"
"3082","CS","PhD","E-mail",NA,NA,NA,"International",57,11.5,"02"
"10819","CS","MS","E-mail",NA,NA,NA,"International",47,5.8,"02"
"14453","ECE","PhD","E-mail",NA,NA,NA,"American",38,3.1,"04"
"4542","CS","MS","E-mail",NA,166,170,"International",48,5.9,"02"
"3324","ECE","PhD","E-mail",3.24,144,168,"International",22,2.4,"01"
"12287","CS","MS","E-mail",3.77,164,161,"International",53,6.9,"03"
"546","CS","MS","E-mail",3.94,151,161,"International",36,2.8,"04"
"10011","CS","PhD","E-mail",NA,NA,NA,"International",43,3.6,"03"
"796","CS","MS","E-mail",3.77,155,167,"International",30,2.3,"03"
"12006","CS","MS","E-mail",NA,NA,NA,"International",53,6.9,"03"
"3384","CS","PhD","E-mail",NA,NA,NA,"International",19,2.8,"01"
"13684","CS","MS","E-mail",3.93,159,163,"Other",32,2.7,"02"
"9454","CS","MS","E-mail",3.3,168,166,"International",37,5,"03"
"10075","ECE","PhD","E-mail",NA,NA,NA,"International",15,1.9,"03"
"13187","CS","PhD","Website",NA,NA,NA,"International",15,1.5,"03"
"8682","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",53,4.8,"02"
"8251","CS","PhD","E-mail",NA,NA,NA,"International",57,8.4,"02"
"6389","CS","PhD","E-mail",3.9,162,170,"International",42,5.4,"04"
"13475","CS","MS","E-mail",NA,NA,NA,"International with US Degree",152,18.1,"02"
"14190","CS","MS","E-mail",NA,NA,NA,"American",13,1.8,"01"
"9990","CS","PhD","E-mail",NA,NA,NA,"International",36,2.8,"03"
"2393","CS","PhD","E-mail",NA,162,163,"International",37,3.4,"02"
"2234","CS","PhD","E-mail",NA,NA,NA,"International",24,2.1,"02"
"13341","ECE","MS","E-mail",NA,NA,NA,"International",53,4.8,"02"
"10328","CS","PhD","E-mail",NA,NA,NA,"International",55,4.3,"03"
"4239","CS","MS","E-mail",NA,170,163,"American",26,3.3,"03"
"4290","CS","MS","E-mail",3.82,150,162,"International",68,8.7,"03"
"13","CS","MS","E-mail",3.91,157,169,"International with US Degree",34,2.3,"11"
"6830","CS","MS","E-mail",NA,NA,NA,"International",73,6.7,"03"
"8330","CS","PhD","E-mail",3.9,168,156,"American",57,8.4,"02"
"13380","ECE","PhD","E-mail",NA,NA,NA,"International",32,2.7,"02"
"15615","CS","PhD","E-mail",NA,NA,NA,"International",37,5,"02"
"2520","CS","PhD","E-mail",3.91,160,166,"International",68,8.7,"02"
"2711","CS","MS","E-mail",3.89,160,165,"International",152,18.1,"02"
"6691","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",46,4.3,"04"
"1457","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",22,1.9,"03"
"15714","CS","PhD","Postal Service",NA,NA,NA,"International with US Degree",7,1.3,"02"
"6549","ECE","PhD","E-mail",NA,NA,NA,"International",53,6.9,"04"
"14228","CS","PhD","Phone",NA,NA,NA,"International",152,18.1,"01"
"9333","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",47,3,"04"
"2528","ECE","PhD","E-mail",3.7,158,164,"International",53,4.8,"02"
"5247","CS","MS","E-mail",3.54,159,162,"American",51,5.3,"02"
"3461","CS","PhD","Website",NA,NA,NA,"American",24,2,"01"
"12443","CS","MS","E-mail",NA,NA,NA,"International",13,1.4,"03"
"670","ECE","PhD","E-mail",NA,NA,NA,"International",53,6.9,"04"
"11257","ECE","PhD","E-mail",NA,NA,NA,"American",83,11.1,"02"
"9968","ECE","Other","E-mail",3.86,166,164,"International",68,8.7,"03"
"903","ECE","MS","Website",NA,NA,NA,"International",42,5.4,"03"
"2337","CS","PhD","E-mail",NA,156,152,"International",6,1.2,"02"
"13908","CS","MS","E-mail",NA,NA,NA,"American",51,5.3,"02"
"5697","CS","PhD","E-mail",3.8,162,170,"International with US Degree",57,8.4,"01"
"7888","CS","PhD","Website",NA,159,164,"International",46,5.6,"02"
"3522","IS","MS","E-mail",3.8,162,168,"International",46,5.6,"01"
"9830","CS","MS","E-mail",3.8,157,170,"International",37,5,"03"
"4985","CS","PhD","E-mail",3.5,142,169,"International",26,3.3,"03"
"7032","CS","MS","Website",3.79,150,168,"International with US Degree",83,11.1,"03"
"6588","CS","MS","E-mail",NA,NA,NA,"International",47,3,"04"
"2631","CS","MS","E-mail",NA,NA,NA,"International",152,18.1,"02"
"362","CS","MS","E-mail",3.2,153,161,"International",23,1.9,"04"
"10465","CS","PhD","E-mail",3.8,149,166,"International with US Degree",152,18.1,"02"
"5939","CS","Other","E-mail",NA,NA,NA,"International",152,18.1,"02"
"3814","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",19,2.8,"04"
"1918","CS","MS","E-mail",NA,155,170,"International",33,3.4,"03"
"12358","ECE","PhD","E-mail",3.55,170,152,"American",22,2.4,"03"
"3879","ECE","PhD","E-mail",NA,NA,NA,"American",28,2.9,"04"
"4558","ECE","MS","Website",3.7,162,159,"American",38,3.1,"03"
"855","CS","PhD","Website",NA,NA,NA,"International",22,2.8,"04"
"5646","CS","MS","E-mail",NA,NA,NA,"International",26,2.5,"02"
"10893","CS","PhD","E-mail",NA,NA,NA,"International",33,3.4,"02"
"10251","ECE","MS","E-mail",NA,160,167,"International",48,5.9,"03"
"416","CS","MS","E-mail",3.8,160,155,"American",36,2.8,"04"
"7635","CS","PhD","Website",NA,NA,NA,"International with US Degree",85,12.3,"03"
"16390","CS","PhD","Website",NA,NA,NA,"International",30,2.3,"02"
"5421","CS","PhD","E-mail",NA,NA,NA,"International",48,5.9,"02"
"12984","CS","PhD","Postal Service",NA,NA,NA,"International with US Degree",50,5.7,"03"
"14952","CS","PhD","Postal Service",3.67,165,166,"American",29,4.2,"03"
"11533","CS","PhD","Phone",NA,NA,NA,"American",57,8.4,"01"
"14096","CS","PhD","E-mail",NA,NA,NA,"International",68,8.7,"02"
"13279","CS","PhD","E-mail",3.9,162,151,"American",50,5.7,"02"
"5790","CS","PhD","E-mail",NA,NA,NA,"American",57,11.5,"02"
"2933","ECE","PhD","E-mail",3.3,167,170,"International",52,6.4,"02"
"14474","ECE","PhD","E-mail",NA,NA,NA,"International",42,5.4,"04"
"13107","HCI","MS","E-mail",NA,NA,NA,"International",152,18.1,"03"
"14227","CS","PhD","Phone",NA,NA,NA,"International",152,18.1,"01"
"9281","CS","MS","Website",NA,NA,NA,"International",37,5,"04"
"10519","IS","PhD","E-mail",3.2,170,155,"International with US Degree",46,5.6,"02"
"7167","CS","PhD","Phone",4,169,170,"International",57,11.5,"03"
"13936","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",57,11.5,"02"
"533","CS","MS","Website",NA,NA,NA,"International",37,5,"04"
"2459","CS","PhD","E-mail",3.87,169,163,"American",83,11.1,"02"
"13770","CS","PhD","Website",3.95,160,166,"International",24,2.1,"02"
"14936","ECE","PhD","E-mail",NA,NA,NA,"International with US Degree",13,1.8,"03"
"1651","ECE","MS","E-mail",3.38,142,164,"International",37,5,"02"
"9833","ECE","MS","E-mail",NA,NA,NA,"International",50,5.7,"03"
"4859","ECE","MS","E-mail",3.9,163,162,"International",73,6.7,"03"
"9646","CS","MS","E-mail",NA,NA,NA,"American",10,1.3,"03"
"4715","ECE","PhD","E-mail",3,163,168,"American",50,4.7,"03"
"2212","CS","MS","E-mail",NA,NA,NA,"International",68,8.7,"02"
"7709","CS","MS","Website",3.88,154,166,"International",NA,NA,"02"
"4601","CS","MS","Website",3.7,153,160,"International",50,4.7,"03"
"8537","CS","PhD","E-mail",NA,NA,NA,"International",55,4.3,"02"
"7864","CS","PhD","E-mail",NA,NA,NA,"International",32,2.7,"02"
"11345","CS","PhD","E-mail",NA,NA,NA,"International",73,6.7,"02"
"8359","CS","PhD","E-mail",3.8,166,166,"International",152,18.1,"02"
"4216","CS","PhD","E-mail",3.8,141,168,"International",83,9.9,"03"
"12466","ECE","MS","Website",3.8,159,161,"International with US Degree",73,6.7,"03"
"8384","CS","MS","E-mail",NA,159,170,"International",152,18.1,"02"
"3562","ECE","MS","E-mail",3.45,153,164,"International with US Degree",83,9.9,"10"
"9389","CS","MS","E-mail",NA,NA,NA,"International",21,2.4,"03"
"7952","CS","MS","E-mail",NA,NA,NA,"American",50,4.7,"02"
"1844","CS","MS","E-mail",NA,NA,NA,"International",30,2.3,"03"
"111","CS","PhD","E-mail",3.26,157,169,"International",46,4.3,"05"
"7026","CS","MS","E-mail",3.7,163,170,"International",51,5.3,"02"
"8437","CS","PhD","E-mail",3.7,NA,NA,"International with US Degree",152,18.1,"02"
"1578","CS","MS","Website",3.12,152,170,"International",30,2.3,"03"
"7273","CS","PhD","E-mail",NA,NA,NA,"International",50,5.7,"03"
"3036","CS","MS","E-mail",NA,NA,NA,"International",152,18.1,"02"
"9992","ECE","MS","E-mail",3.82,161,165,"International",30,2.3,"02"
"13185","ECE","PhD","E-mail",NA,NA,NA,"International",83,11.1,"03"
"859","CS","MS","E-mail",NA,NA,NA,"American",47,5.8,"03"
"7933","CS","PhD","E-mail",NA,NA,NA,"International",57,8.4,"02"
"2331","ECE","MS","E-mail",4,158,170,"International",48,5.9,"02"
"9313","CS","MS","E-mail",NA,NA,NA,"International",50,5.7,"04"
"3847","CS","MS","E-mail",NA,161,168,"International",53,6.9,"04"
"10104","CS","MS","E-mail",NA,NA,NA,"American",47,5.8,"03"
"10067","CS","PhD","Website",NA,NA,NA,"International",46,4.3,"03"
"15969","CS","PhD","Website",NA,NA,NA,"International",83,11.1,"02"
"9533","CS","PhD","Website",NA,NA,NA,"International",37,3.4,"03"
"10949","CS","PhD","Website",NA,NA,NA,"International",26,3.3,"02"
"12111","CS","PhD","E-mail",NA,NA,NA,"International",40,3.6,"04"
"9667","CS","MS","E-mail",NA,NA,NA,"International",55,4.3,"03"
"9146","CS","MS","Phone",3.53,156,168,"American",22,2.5,"04"
"11722","CS","PhD","E-mail",3.73,NA,NA,"American",55,4.3,"04"
"14928","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",53,4.8,"03"
"8812","CS","PhD","E-mail",3.7,145,165,"International",53,6.9,"01"
"8225","CS","PhD","E-mail",NA,NA,NA,"American",57,11.5,"02"
"12961","CS","PhD","E-mail",NA,NA,NA,"American",23,2.7,"03"
"13682","CS","PhD","Website",NA,NA,NA,"International",85,12.3,"02"
"3633","IS","MS","Website",3.42,147,152,"American",53,4.8,"05"
"2091","ECE","PhD","E-mail",NA,156,168,"International",42,5.4,"03"
"3780","CS","MS","Website",3.3,158,161,"International",37,3.1,"04"
"12284","CS","PhD","E-mail",3.5,151,166,"International",25,3.5,"03"
"7791","HCI","MS","E-mail",3.33,167,170,"American",73,6.7,"02"
"4089","CS","MS","E-mail",NA,144,165,"International",14,1.5,"04"
"8140","ECE","PhD","E-mail",NA,NA,NA,"International",52,6.4,"02"
"7256","CS","PhD","E-mail",3.6,155,156,"American",83,9.9,"03"
"14191","CS","MS","E-mail",NA,NA,NA,"International",53,6.9,"01"
"6686","CS","PhD","E-mail",NA,NA,NA,"American",50,4.7,"04"
"11884","Other","PhD","E-mail",NA,NA,NA,"International",57,11.5,"04"
"8895","CS","PhD","E-mail",NA,NA,NA,"American",38,3.1,"11"
"1197","CS","MS","E-mail",3.3,153,170,"Other",25,3.5,"03"
"14351","CS","PhD","Other",NA,NA,NA,"International with US Degree",15,1.8,"04"
"14576","ECE","PhD","E-mail",NA,NA,NA,"International with US Degree",50,5.7,"04"
"3728","CS","MS","E-mail",3.5,155,156,"International",46,4.3,"04"
"14507","CS","PhD","E-mail",NA,NA,NA,"American",14,1.4,"04"
"12864","CS","PhD","E-mail",3.8,166,164,"International",33,3.4,"03"
"8633","CS","PhD","E-mail",3.91,163,168,"International",83,9.9,"01"
"16105","CS","PhD","E-mail",NA,NA,NA,"International",57,11.5,"02"
"7444","CS","PhD","Website",NA,NA,NA,"International",22,2.8,"03"
"8891","CS","PhD","E-mail",NA,NA,NA,"American",83,9.9,"01"
"15461","CS","PhD","E-mail",NA,NA,NA,"American",48,5.9,"03"
"771","CS","PhD","E-mail",NA,NA,NA,"American",47,3,"04"
"6115","ECE","PhD","E-mail",3.6,152,161,"International",48,5.9,"01"
"1453","CS","MS","E-mail",NA,154,161,"International",13,1.4,"03"
"10132","CS","PhD","E-mail",NA,153,165,"International",37,5,"02"
"14123","CS","PhD","E-mail",NA,NA,NA,"American",57,8.4,"02"
"13754","CS","PhD","Phone",NA,NA,NA,"American",152,18.1,"02"
"5297","CS","PhD","E-mail",3.7,151,164,"International",32,2.7,"02"
"16004","CS","PhD","Website",NA,NA,NA,"American",83,11.1,"02"
"14953","CS","MS","E-mail",NA,NA,NA,"International",21,2.4,"03"
"3103","CS","PhD","E-mail",NA,NA,NA,"International",51,5.3,"02"
"2858","CS","PhD","E-mail",NA,NA,NA,"American",57,8.4,"02"
"2597","CS","PhD","Website",3.8,170,152,"International",83,11.1,"02"
"4030","CS","MS","E-mail",3.6,162,158,"International",68,8.7,"04"
"9790","ECE","PhD","E-mail",3.98,155,163,"International",52,6.4,"03"
"7633","CS","MS","E-mail",NA,NA,NA,"International",52,6.4,"03"
"11973","ECE","MS","E-mail",NA,NA,NA,"International",53,6.9,"04"
"15941","CS","PhD","E-mail",4,154,166,"International",51,5.3,"02"
"11798","CS","MS","E-mail",3.6,156,166,"International",37,3.1,"04"
"4391","CS","PhD","Website",NA,NA,NA,"International",29,4.2,"03"
"3974","CS","MS","Website",3.93,155,167,"International",73,6.7,"04"
"2106","CS","MS","E-mail",3.7,157,170,"International",53,6.9,"02"
"1346","CS","MS","E-mail",3.68,165,165,"American",50,5.7,"03"
"2611","ECE","PhD","E-mail",NA,NA,NA,"International",83,11.1,"02"
"13344","CS","PhD","Website",NA,NA,NA,"International",26,3.3,"02"
"15593","CS","PhD","E-mail",NA,NA,NA,"International",57,11.5,"02"
"11536","CS","PhD","E-mail",NA,NA,NA,"American",46,5.6,"01"
"3569","CS","MS","E-mail",NA,NA,NA,"International with US Degree",22,2.4,"10"
"3791","CS","PhD","Website",3.3,158,164,"American",25,3.5,"04"
"10121","CS","PhD","Website",3.8,158,162,"International",43,3.6,"03"
"5560","CS","PhD","Phone",3.7,160,164,"American",57,11.5,"02"
"3761","CS","MS","E-mail",3.2,150,167,"International",22,2.4,"04"
"11344","CS","PhD","E-mail",NA,NA,NA,"International",83,9.9,"02"
"7343","CS","PhD","Website",NA,NA,NA,"International",23,2.7,"03"
"13015","ECE","MS","Website",NA,NA,NA,"International",55,4.3,"03"
"11336","ECE","PhD","Website",3.8,166,166,"International",NA,NA,"02"
"10853","CS","PhD","E-mail",NA,NA,NA,"International",23,2.7,"02"
"15629","CS","PhD","E-mail",NA,NA,NA,"International",68,8.7,"02"
"3742","CS","PhD","Postal Service",NA,NA,NA,"International with US Degree",50,5.7,"04"
"10476","CS","PhD","Website",3.3,169,153,"International",46,5.6,"02"
"15290","CS","PhD","Website",4,165,166,"International",24,2.1,"03"
"11625","CS","MS","Website",3.38,170,140,"International",16,1.3,"01"
"5225","CS","MS","E-mail",NA,168,161,"International",40,3.6,"02"
"6548","CS","MS","Other",3.73,156,166,"International",23,1.9,"04"
"14323","CS","PhD","Website",NA,NA,NA,"International",16,1.3,"05"
"5136","CS","PhD","E-mail",NA,165,166,"International",152,18.1,"02"
"2913","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",12,1.4,"02"
"6576","CS","MS","E-mail",NA,NA,NA,"International",63,8.6,"04"
"7693","CS","PhD","Phone",4,169,170,"American",85,12.3,"02"
"15083","CS","MS","E-mail",NA,NA,NA,"International",47,5.8,"03"
"13062","CS","MS","E-mail",NA,NA,NA,"American",83,9.9,"03"
"8137","CS","PhD","E-mail",NA,NA,NA,"American",51,5.3,"02"
"15964","CS","PhD","Website",NA,NA,NA,"International",83,11.1,"02"
"8584","CS","PhD","E-mail",NA,NA,NA,"International",68,8.7,"02"
"13368","CS","PhD","E-mail",NA,NA,NA,"American",50,4.7,"02"
"1125","CS","MS","E-mail",NA,NA,NA,"International",53,6.9,"03"
"13725","CS","MS","Website",NA,NA,NA,"International with US Degree",26,2.5,"02"
"8611","CS","PhD","E-mail",3.88,170,147,"International",85,12.3,"02"
"7966","CS","MS","E-mail",3.8,170,159,"International",48,5.9,"02"
"16430","CS","PhD","Other",NA,NA,NA,"International with US Degree",83,9.9,"01"
"9365","IS","PhD","E-mail",NA,NA,NA,"International",23,1.9,"03"
"5742","CS","PhD","E-mail",3.5,158,163,"International",57,11.5,"02"
"13598","CS","PhD","E-mail",NA,NA,NA,"American",152,18.1,"02"
"10765","ECE","PhD","E-mail",3.99,160,166,"International",52,6.4,"02"
"12185","CS","PhD","E-mail",NA,NA,NA,"International",12,1.8,"03"
"4092","CS","MS","E-mail",NA,NA,NA,"International",63,8.6,"04"
"15274","ECE","MS","E-mail",NA,NA,NA,"American",52,6.4,"03"
"7067","CS","PhD","E-mail",NA,NA,NA,"International",42,5.4,"03"
"12447","CS","PhD","E-mail",NA,NA,NA,"International",53,6.9,"03"
"14184","CS","PhD","E-mail",3.9,166,166,"American",21,2.4,"02"
"7944","CS","PhD","Website",NA,NA,NA,"International",11,1.4,"02"
"8591","ECE","MS","E-mail",4,156,163,"International",50,5.7,"02"
"9565","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",25,3.5,"03"
"3085","CS","PhD","E-mail",3.9,164,166,"International with US Degree",57,11.5,"02"
"12200","ECE","MS","E-mail",NA,NA,NA,"International with US Degree",53,6.9,"03"
"14411","CS","MS","E-mail",NA,NA,NA,"International",19,1.9,"04"
"13564","CS","PhD","E-mail",NA,NA,NA,"International",25,3.5,"02"
"6554","CS","PhD","E-mail",3.72,143,162,"International",36,2.8,"04"
"2931","ECE","PhD","E-mail",4,158,170,"International",73,6.7,"02"
"9176","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",33,3.4,"04"
"10338","CS","MS","E-mail",NA,NA,NA,"American",28,2.9,"03"
"2370","CS","MS","E-mail",NA,154,170,"International",26,3.3,"02"
"6258","CS","MS","E-mail",3.38,145,165,"International",38,3.1,"05"
"7460","CS","MS","E-mail",3.65,162,170,"International",152,18.1,"03"
"15077","CS","PhD","E-mail",NA,NA,NA,"International",53,4.8,"03"
"3369","CS","MS","E-mail",3.6,168,161,"American",37,5,"01"
"3776","CS","PhD","E-mail",NA,NA,NA,"International",30,2.3,"04"
"10864","CS","PhD","E-mail",4,170,161,"International with US Degree",51,5.3,"02"
"7446","CS","PhD","Postal Service",3.85,161,169,"American",85,12.3,"03"
"15832","ECE","PhD","E-mail",NA,NA,NA,"International",21,2.1,"02"
"6572","CS","MS","E-mail",NA,NA,NA,"American",46,4.3,"04"
"13162","ECE","PhD","E-mail",NA,NA,NA,"International",83,11.1,"03"
"4057","CS","PhD","E-mail",NA,151,160,"International",13,1.6,"04"
"7191","CS","PhD","E-mail",NA,159,164,"International with US Degree",10,1.3,"03"
"4110","ECE","MS","E-mail",NA,169,167,"International",83,9.9,"04"
"15524","ECE","MS","Website",3.4,158,160,"American",47,5.8,"03"
"14259","CS","PhD","E-mail",NA,NA,NA,"American",83,9.9,"01"
"766","CS","MS","E-mail",NA,NA,NA,"International",57,11.5,"04"
"15392","CS","PhD","E-mail",NA,NA,NA,"International",15,1.9,"03"
"8027","CS","PhD","Website",3.9,165,163,"American",46,5.6,"02"
"13334","CS","PhD","Website",NA,NA,NA,"International",26,3.3,"02"
"10479","ECE","MS","E-mail",NA,NA,NA,"International",57,11.5,"02"
"7164","CS","MS","E-mail",3.8,160,164,"International",33,3.4,"03"
"10299","CS","PhD","E-mail",NA,NA,NA,"American",19,2.8,"02"
"2180","ECE","PhD","E-mail",NA,156,168,"International",73,6.7,"02"
"4130","CS","MS","E-mail",NA,NA,NA,"International",23,1.9,"04"
"16208","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",23,2.7,"02"
"8910","CS","PhD","E-mail",NA,145,157,"International with US Degree",15,1.5,"10"
"7330","ECE","PhD","E-mail",3.83,157,164,"International",33,2.8,"03"
"15505","CS","MS","E-mail",3.8,155,160,"American",24,2,"03"
"6592","CS","PhD","E-mail",NA,NA,NA,"International",15,1.9,"04"
"14588","CS","PhD","E-mail",NA,NA,NA,"American",53,6.9,"04"
"15397","ECE","MS","Postal Service",3.6,170,152,"American",22,2.5,"03"
"14179","CS","MS","E-mail",NA,NA,NA,"International with US Degree",152,18.1,"02"
"9678","ECE","MS","E-mail",NA,NA,NA,"International",9,1.5,"03"
"754","CS","PhD","E-mail",3.56,147,166,"International",22,2.8,"04"
"6282","ECE","MS","E-mail",3.8,152,161,"International",15,1.5,"05"
"3230","CS","PhD","E-mail",3.95,155,159,"Other",85,12.3,"02"
